workflow,openmlid,parallel tasks assigned,num cores per task,memory limit per task
lcdb.workflow.sklearn.LibLinearWorkflow,40996,6,32,128
lcdb.workflow.sklearn.LibLinearWorkflow,41027,27,7,128
lcdb.workflow.sklearn.LibLinearWorkflow,41138,21,9,128
lcdb.workflow.sklearn.LibLinearWorkflow,41142,6,32,128
lcdb.workflow.sklearn.LibLinearWorkflow,41143,180,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,41144,105,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,41145,50,3,128
lcdb.workflow.sklearn.LibLinearWorkflow,41146,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,41147,5,38,128
lcdb.workflow.sklearn.LibLinearWorkflow,41150,17,11,128
lcdb.workflow.sklearn.LibLinearWorkflow,41156,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,41157,5,38,128
lcdb.workflow.sklearn.LibLinearWorkflow,41158,10,19,128
lcdb.workflow.sklearn.LibLinearWorkflow,41159,11,17,128
lcdb.workflow.sklearn.LibLinearWorkflow,41161,10,19,128
lcdb.workflow.sklearn.LibLinearWorkflow,41162,10,19,128
lcdb.workflow.sklearn.LibLinearWorkflow,41163,5,38,128
lcdb.workflow.sklearn.LibLinearWorkflow,41164,11,17,128
lcdb.workflow.sklearn.LibLinearWorkflow,41165,14,13,128
lcdb.workflow.sklearn.LibLinearWorkflow,41166,21,9,128
lcdb.workflow.sklearn.LibLinearWorkflow,41167,46,4,128
lcdb.workflow.sklearn.LibLinearWorkflow,41168,19,10,128
lcdb.workflow.sklearn.LibLinearWorkflow,41169,16,12,128
lcdb.workflow.sklearn.LibLinearWorkflow,42732,8,24,128
lcdb.workflow.sklearn.LibLinearWorkflow,42733,10,19,128
lcdb.workflow.sklearn.LibLinearWorkflow,42734,13,14,128
lcdb.workflow.sklearn.LibLinearWorkflow,42742,38,5,128
lcdb.workflow.sklearn.LibLinearWorkflow,42746,6,32,128
lcdb.workflow.sklearn.LibLinearWorkflow,42769,13,14,128
lcdb.workflow.sklearn.LibLinearWorkflow,43072,2,96,128
lcdb.workflow.sklearn.LibSVMWorkflow,3,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,12,147,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,23,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,31,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,54,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,181,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,188,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,1049,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,1067,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,1111,6,32,128
lcdb.workflow.sklearn.LibSVMWorkflow,1169,15,12,128
lcdb.workflow.sklearn.LibSVMWorkflow,1457,9,21,128
lcdb.workflow.sklearn.LibSVMWorkflow,1461,25,7,128
lcdb.workflow.sklearn.LibSVMWorkflow,1464,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,1468,21,9,128
lcdb.workflow.sklearn.LibSVMWorkflow,1475,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,1486,33,5,128
lcdb.workflow.sklearn.LibSVMWorkflow,1487,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,1489,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,1494,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,1515,11,17,128
lcdb.workflow.sklearn.LibSVMWorkflow,1590,29,6,128
lcdb.workflow.sklearn.LibSVMWorkflow,1596,12,16,128
lcdb.workflow.sklearn.LibSVMWorkflow,4134,5,38,128
lcdb.workflow.sklearn.LibSVMWorkflow,4135,14,13,128
lcdb.workflow.sklearn.LibSVMWorkflow,4534,154,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,4538,173,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,4541,11,17,128
lcdb.workflow.sklearn.LibSVMWorkflow,23517,17,11,128
lcdb.workflow.sklearn.LibSVMWorkflow,40498,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,40668,22,8,128
lcdb.workflow.sklearn.LibSVMWorkflow,40670,166,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,40685,15,12,128
lcdb.workflow.sklearn.LibSVMWorkflow,40701,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,40900,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,40975,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,40978,6,32,128
lcdb.workflow.sklearn.LibSVMWorkflow,40981,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,40982,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,40983,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,40984,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,40996,6,32,128
lcdb.workflow.sklearn.LibSVMWorkflow,41027,27,7,128
lcdb.workflow.sklearn.LibSVMWorkflow,41138,21,9,128
lcdb.workflow.sklearn.LibSVMWorkflow,41142,6,32,128
lcdb.workflow.sklearn.LibSVMWorkflow,41143,180,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,41144,105,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,41145,50,3,128
lcdb.workflow.sklearn.LibSVMWorkflow,41146,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,41147,5,38,128
lcdb.workflow.sklearn.LibSVMWorkflow,41150,17,11,128
lcdb.workflow.sklearn.LibSVMWorkflow,41156,192,1,128
lcdb.workflow.sklearn.LibSVMWorkflow,41157,5,38,128
lcdb.workflow.sklearn.LibSVMWorkflow,41158,10,19,128
lcdb.workflow.sklearn.LibSVMWorkflow,41159,11,17,128
lcdb.workflow.sklearn.LibSVMWorkflow,41161,10,19,128
lcdb.workflow.sklearn.LibSVMWorkflow,41162,10,19,128
lcdb.workflow.sklearn.LibSVMWorkflow,41163,5,38,128
lcdb.workflow.sklearn.LibSVMWorkflow,41164,11,17,128
lcdb.workflow.sklearn.LibSVMWorkflow,41165,14,13,128
lcdb.workflow.sklearn.LibSVMWorkflow,41166,21,9,128
lcdb.workflow.sklearn.LibSVMWorkflow,41167,46,4,128
lcdb.workflow.sklearn.LibSVMWorkflow,41168,19,10,128
lcdb.workflow.sklearn.LibSVMWorkflow,41169,16,12,128
lcdb.workflow.sklearn.LibSVMWorkflow,42732,8,24,128
lcdb.workflow.sklearn.LibSVMWorkflow,42733,10,19,128
lcdb.workflow.sklearn.LibSVMWorkflow,42734,13,14,128
lcdb.workflow.sklearn.LibSVMWorkflow,42742,38,5,128
lcdb.workflow.sklearn.LibSVMWorkflow,42746,6,32,128
lcdb.workflow.sklearn.LibSVMWorkflow,42769,13,14,128
lcdb.workflow.sklearn.LibSVMWorkflow,43072,2,96,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,3,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,12,147,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,23,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,31,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,54,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,181,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,188,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1049,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1067,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1111,6,32,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1169,15,12,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1457,9,21,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1461,25,7,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1464,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1468,21,9,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1475,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1486,33,5,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1487,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1489,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1494,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1515,11,17,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1590,29,6,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1596,12,16,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,4134,5,38,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,4135,14,13,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,4534,154,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,4538,173,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,4541,11,17,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,23517,17,11,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40498,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40668,22,8,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40670,166,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40685,15,12,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40701,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40900,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40975,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40978,6,32,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40981,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40982,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40983,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40984,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40996,6,32,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41027,27,7,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41138,21,9,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41142,6,32,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41143,180,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41144,105,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41145,50,3,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41146,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41147,5,38,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41150,17,11,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41156,192,1,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41157,5,38,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41158,10,19,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41159,11,17,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41161,10,19,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41162,10,19,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41163,5,38,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41164,11,17,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41165,14,13,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41166,21,9,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41167,46,4,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41168,19,10,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41169,16,12,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42732,8,24,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42733,10,19,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42734,13,14,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42742,38,5,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42746,6,32,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42769,13,14,128
lcdb.workflow.sklearn.TreesEnsembleWorkflow,43072,2,96,128
lcdb.workflow.xgboost.XGBoostWorkflow,3,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,12,147,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,23,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,31,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,54,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,181,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,188,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,1049,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,1067,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,1111,6,32,128
lcdb.workflow.xgboost.XGBoostWorkflow,1169,15,12,128
lcdb.workflow.xgboost.XGBoostWorkflow,1457,9,21,128
lcdb.workflow.xgboost.XGBoostWorkflow,1461,25,7,128
lcdb.workflow.xgboost.XGBoostWorkflow,1464,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,1468,21,9,128
lcdb.workflow.xgboost.XGBoostWorkflow,1475,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,1486,33,5,128
lcdb.workflow.xgboost.XGBoostWorkflow,1487,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,1489,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,1494,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,1515,11,17,128
lcdb.workflow.xgboost.XGBoostWorkflow,1590,29,6,128
lcdb.workflow.xgboost.XGBoostWorkflow,1596,12,16,128
lcdb.workflow.xgboost.XGBoostWorkflow,4134,5,38,128
lcdb.workflow.xgboost.XGBoostWorkflow,4135,14,13,128
lcdb.workflow.xgboost.XGBoostWorkflow,4534,154,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,4538,173,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,4541,11,17,128
lcdb.workflow.xgboost.XGBoostWorkflow,23517,17,11,128
lcdb.workflow.xgboost.XGBoostWorkflow,40498,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,40668,22,8,128
lcdb.workflow.xgboost.XGBoostWorkflow,40670,166,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,40685,15,12,128
lcdb.workflow.xgboost.XGBoostWorkflow,40701,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,40900,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,40975,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,40978,6,32,128
lcdb.workflow.xgboost.XGBoostWorkflow,40981,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,40982,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,40983,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,40984,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,40996,6,32,128
lcdb.workflow.xgboost.XGBoostWorkflow,41027,27,7,128
lcdb.workflow.xgboost.XGBoostWorkflow,41138,21,9,128
lcdb.workflow.xgboost.XGBoostWorkflow,41142,6,32,128
lcdb.workflow.xgboost.XGBoostWorkflow,41143,180,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,41144,105,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,41145,50,3,128
lcdb.workflow.xgboost.XGBoostWorkflow,41146,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,41147,5,38,128
lcdb.workflow.xgboost.XGBoostWorkflow,41150,17,11,128
lcdb.workflow.xgboost.XGBoostWorkflow,41156,192,1,128
lcdb.workflow.xgboost.XGBoostWorkflow,41157,5,38,128
lcdb.workflow.xgboost.XGBoostWorkflow,41158,10,19,128
lcdb.workflow.xgboost.XGBoostWorkflow,41159,11,17,128
lcdb.workflow.xgboost.XGBoostWorkflow,41161,10,19,128
lcdb.workflow.xgboost.XGBoostWorkflow,41162,10,19,128
lcdb.workflow.xgboost.XGBoostWorkflow,41163,5,38,128
lcdb.workflow.xgboost.XGBoostWorkflow,41164,11,17,128
lcdb.workflow.xgboost.XGBoostWorkflow,41165,14,13,128
lcdb.workflow.xgboost.XGBoostWorkflow,41166,21,9,128
lcdb.workflow.xgboost.XGBoostWorkflow,41167,46,4,128
lcdb.workflow.xgboost.XGBoostWorkflow,41168,19,10,128
lcdb.workflow.xgboost.XGBoostWorkflow,41169,16,12,128
lcdb.workflow.xgboost.XGBoostWorkflow,42732,8,24,128
lcdb.workflow.xgboost.XGBoostWorkflow,42733,10,19,128
lcdb.workflow.xgboost.XGBoostWorkflow,42734,13,14,128
lcdb.workflow.xgboost.XGBoostWorkflow,42742,38,5,128
lcdb.workflow.xgboost.XGBoostWorkflow,42746,6,32,128
lcdb.workflow.xgboost.XGBoostWorkflow,42769,13,14,128
lcdb.workflow.xgboost.XGBoostWorkflow,43072,2,96,128
lcdb.workflow.keras.DenseNNWorkflow,3,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,12,147,1,128
lcdb.workflow.keras.DenseNNWorkflow,23,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,31,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,54,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,181,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,188,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,1049,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,1067,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,1111,6,32,128
lcdb.workflow.keras.DenseNNWorkflow,1169,15,12,128
lcdb.workflow.keras.DenseNNWorkflow,1457,9,21,128
lcdb.workflow.keras.DenseNNWorkflow,1461,25,7,128
lcdb.workflow.keras.DenseNNWorkflow,1464,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,1468,21,9,128
lcdb.workflow.keras.DenseNNWorkflow,1475,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,1486,33,5,128
lcdb.workflow.keras.DenseNNWorkflow,1487,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,1489,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,1494,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,1515,11,17,128
lcdb.workflow.keras.DenseNNWorkflow,1590,29,6,128
lcdb.workflow.keras.DenseNNWorkflow,1596,12,16,128
lcdb.workflow.keras.DenseNNWorkflow,4134,5,38,128
lcdb.workflow.keras.DenseNNWorkflow,4135,14,13,128
lcdb.workflow.keras.DenseNNWorkflow,4534,154,1,128
lcdb.workflow.keras.DenseNNWorkflow,4538,173,1,128
lcdb.workflow.keras.DenseNNWorkflow,4541,11,17,128
lcdb.workflow.keras.DenseNNWorkflow,23517,17,11,128
lcdb.workflow.keras.DenseNNWorkflow,40498,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,40668,22,8,128
lcdb.workflow.keras.DenseNNWorkflow,40670,166,1,128
lcdb.workflow.keras.DenseNNWorkflow,40685,15,12,128
lcdb.workflow.keras.DenseNNWorkflow,40701,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,40900,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,40975,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,40978,6,32,128
lcdb.workflow.keras.DenseNNWorkflow,40981,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,40982,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,40983,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,40984,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,40996,6,32,128
lcdb.workflow.keras.DenseNNWorkflow,41027,27,7,128
lcdb.workflow.keras.DenseNNWorkflow,41138,21,9,128
lcdb.workflow.keras.DenseNNWorkflow,41142,6,32,128
lcdb.workflow.keras.DenseNNWorkflow,41143,180,1,128
lcdb.workflow.keras.DenseNNWorkflow,41144,105,1,128
lcdb.workflow.keras.DenseNNWorkflow,41145,50,3,128
lcdb.workflow.keras.DenseNNWorkflow,41146,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,41147,5,38,128
lcdb.workflow.keras.DenseNNWorkflow,41150,17,11,128
lcdb.workflow.keras.DenseNNWorkflow,41156,192,1,128
lcdb.workflow.keras.DenseNNWorkflow,41157,5,38,128
lcdb.workflow.keras.DenseNNWorkflow,41158,10,19,128
lcdb.workflow.keras.DenseNNWorkflow,41159,11,17,128
lcdb.workflow.keras.DenseNNWorkflow,41161,10,19,128
lcdb.workflow.keras.DenseNNWorkflow,41162,10,19,128
