workflow,openmlid,parallel tasks assigned,num cores per task,memory limit per task
lcdb.workflow.sklearn.KNNWorkflow,40984,192,1,64
lcdb.workflow.sklearn.KNNWorkflow,40996,16,12,64
lcdb.workflow.sklearn.KNNWorkflow,41027,65,2,64
lcdb.workflow.sklearn.KNNWorkflow,41138,49,3,64
lcdb.workflow.sklearn.KNNWorkflow,41142,17,11,64
lcdb.workflow.sklearn.KNNWorkflow,41143,192,1,64
lcdb.workflow.sklearn.KNNWorkflow,41144,192,1,64
lcdb.workflow.sklearn.KNNWorkflow,41145,112,1,64
lcdb.workflow.sklearn.KNNWorkflow,41146,192,1,64
lcdb.workflow.sklearn.KNNWorkflow,41147,14,13,64
lcdb.workflow.sklearn.KNNWorkflow,41150,44,4,64
lcdb.workflow.sklearn.KNNWorkflow,41156,192,1,64
lcdb.workflow.sklearn.KNNWorkflow,41157,15,12,64
lcdb.workflow.sklearn.KNNWorkflow,41158,28,6,64
lcdb.workflow.sklearn.KNNWorkflow,41159,27,7,64
lcdb.workflow.sklearn.KNNWorkflow,41161,27,7,64
lcdb.workflow.sklearn.KNNWorkflow,41162,29,6,64
lcdb.workflow.sklearn.KNNWorkflow,41163,14,13,64
lcdb.workflow.sklearn.KNNWorkflow,41164,28,6,64
lcdb.workflow.sklearn.KNNWorkflow,41165,32,6,64
lcdb.workflow.sklearn.KNNWorkflow,41166,50,3,64
lcdb.workflow.sklearn.KNNWorkflow,41167,98,1,64
lcdb.workflow.sklearn.KNNWorkflow,41168,47,4,64
lcdb.workflow.sklearn.KNNWorkflow,41169,42,4,64
lcdb.workflow.sklearn.KNNWorkflow,42732,21,9,64
lcdb.workflow.sklearn.KNNWorkflow,42733,25,7,64
lcdb.workflow.sklearn.KNNWorkflow,42734,33,5,64
lcdb.workflow.sklearn.KNNWorkflow,42742,81,2,64
lcdb.workflow.sklearn.KNNWorkflow,42746,17,11,64
lcdb.workflow.sklearn.KNNWorkflow,42769,33,5,64
lcdb.workflow.sklearn.KNNWorkflow,43072,6,32,64
lcdb.workflow.sklearn.LibLinearWorkflow,3,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,12,147,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,23,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,31,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,54,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,181,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,188,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,1049,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,1067,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,1111,9,21,64
lcdb.workflow.sklearn.LibLinearWorkflow,1169,15,12,64
lcdb.workflow.sklearn.LibLinearWorkflow,1457,10,19,64
lcdb.workflow.sklearn.LibLinearWorkflow,1461,25,7,64
lcdb.workflow.sklearn.LibLinearWorkflow,1464,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,1468,21,9,64
lcdb.workflow.sklearn.LibLinearWorkflow,1475,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,1486,33,5,64
lcdb.workflow.sklearn.LibLinearWorkflow,1487,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,1489,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,1494,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,1515,14,13,64
lcdb.workflow.sklearn.LibLinearWorkflow,1590,29,6,64
lcdb.workflow.sklearn.LibLinearWorkflow,1596,13,14,64
lcdb.workflow.sklearn.LibLinearWorkflow,4134,9,21,64
lcdb.workflow.sklearn.LibLinearWorkflow,4135,15,12,64
lcdb.workflow.sklearn.LibLinearWorkflow,4534,153,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,4538,173,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,4541,13,14,64
lcdb.workflow.sklearn.LibLinearWorkflow,23517,17,11,64
lcdb.workflow.sklearn.LibLinearWorkflow,40498,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,40668,23,8,64
lcdb.workflow.sklearn.LibLinearWorkflow,40670,166,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,40685,15,12,64
lcdb.workflow.sklearn.LibLinearWorkflow,40701,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,40900,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,40975,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,40978,10,19,64
lcdb.workflow.sklearn.LibLinearWorkflow,40981,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,40982,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,40983,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,40984,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,40996,7,27,64
lcdb.workflow.sklearn.LibLinearWorkflow,41027,27,7,64
lcdb.workflow.sklearn.LibLinearWorkflow,41138,21,9,64
lcdb.workflow.sklearn.LibLinearWorkflow,41142,9,21,64
lcdb.workflow.sklearn.LibLinearWorkflow,41143,180,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,41144,104,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,41145,50,3,64
lcdb.workflow.sklearn.LibLinearWorkflow,41146,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,41147,7,27,64
lcdb.workflow.sklearn.LibLinearWorkflow,41150,17,11,64
lcdb.workflow.sklearn.LibLinearWorkflow,41156,192,1,64
lcdb.workflow.sklearn.LibLinearWorkflow,41157,8,24,64
lcdb.workflow.sklearn.LibLinearWorkflow,41158,11,17,64
lcdb.workflow.sklearn.LibLinearWorkflow,41159,13,14,64
lcdb.workflow.sklearn.LibLinearWorkflow,41161,13,14,64
lcdb.workflow.sklearn.LibLinearWorkflow,41162,13,14,64
lcdb.workflow.sklearn.LibLinearWorkflow,41163,8,24,64
lcdb.workflow.sklearn.LibLinearWorkflow,41164,11,17,64
lcdb.workflow.sklearn.LibLinearWorkflow,41165,13,14,64
lcdb.workflow.sklearn.LibLinearWorkflow,41166,22,8,64
lcdb.workflow.sklearn.LibLinearWorkflow,41167,46,4,64
lcdb.workflow.sklearn.LibLinearWorkflow,41168,19,10,64
lcdb.workflow.sklearn.LibLinearWorkflow,41169,15,12,64
lcdb.workflow.sklearn.LibLinearWorkflow,42732,9,21,64
lcdb.workflow.sklearn.LibLinearWorkflow,42733,10,19,64
lcdb.workflow.sklearn.LibLinearWorkflow,42734,14,13,64
lcdb.workflow.sklearn.LibLinearWorkflow,42742,38,5,64
lcdb.workflow.sklearn.LibLinearWorkflow,42746,10,19,64
lcdb.workflow.sklearn.LibLinearWorkflow,42769,13,14,64
lcdb.workflow.sklearn.LibLinearWorkflow,43072,5,38,64
lcdb.workflow.sklearn.LibSVMWorkflow,3,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,12,147,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,23,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,31,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,54,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,181,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,188,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,1049,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,1067,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,1111,9,21,64
lcdb.workflow.sklearn.LibSVMWorkflow,1169,15,12,64
lcdb.workflow.sklearn.LibSVMWorkflow,1457,10,19,64
lcdb.workflow.sklearn.LibSVMWorkflow,1461,25,7,64
lcdb.workflow.sklearn.LibSVMWorkflow,1464,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,1468,21,9,64
lcdb.workflow.sklearn.LibSVMWorkflow,1475,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,1486,33,5,64
lcdb.workflow.sklearn.LibSVMWorkflow,1487,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,1489,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,1494,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,1515,14,13,64
lcdb.workflow.sklearn.LibSVMWorkflow,1590,29,6,64
lcdb.workflow.sklearn.LibSVMWorkflow,1596,13,14,64
lcdb.workflow.sklearn.LibSVMWorkflow,4134,9,21,64
lcdb.workflow.sklearn.LibSVMWorkflow,4135,15,12,64
lcdb.workflow.sklearn.LibSVMWorkflow,4534,153,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,4538,173,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,4541,13,14,64
lcdb.workflow.sklearn.LibSVMWorkflow,23517,17,11,64
lcdb.workflow.sklearn.LibSVMWorkflow,40498,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,40668,23,8,64
lcdb.workflow.sklearn.LibSVMWorkflow,40670,166,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,40685,15,12,64
lcdb.workflow.sklearn.LibSVMWorkflow,40701,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,40900,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,40975,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,40978,10,19,64
lcdb.workflow.sklearn.LibSVMWorkflow,40981,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,40982,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,40983,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,40984,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,40996,7,27,64
lcdb.workflow.sklearn.LibSVMWorkflow,41027,27,7,64
lcdb.workflow.sklearn.LibSVMWorkflow,41138,21,9,64
lcdb.workflow.sklearn.LibSVMWorkflow,41142,9,21,64
lcdb.workflow.sklearn.LibSVMWorkflow,41143,180,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,41144,104,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,41145,50,3,64
lcdb.workflow.sklearn.LibSVMWorkflow,41146,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,41147,7,27,64
lcdb.workflow.sklearn.LibSVMWorkflow,41150,17,11,64
lcdb.workflow.sklearn.LibSVMWorkflow,41156,192,1,64
lcdb.workflow.sklearn.LibSVMWorkflow,41157,8,24,64
lcdb.workflow.sklearn.LibSVMWorkflow,41158,11,17,64
lcdb.workflow.sklearn.LibSVMWorkflow,41159,13,14,64
lcdb.workflow.sklearn.LibSVMWorkflow,41161,13,14,64
lcdb.workflow.sklearn.LibSVMWorkflow,41162,13,14,64
lcdb.workflow.sklearn.LibSVMWorkflow,41163,8,24,64
lcdb.workflow.sklearn.LibSVMWorkflow,41164,11,17,64
lcdb.workflow.sklearn.LibSVMWorkflow,41165,13,14,64
lcdb.workflow.sklearn.LibSVMWorkflow,41166,22,8,64
lcdb.workflow.sklearn.LibSVMWorkflow,41167,46,4,64
lcdb.workflow.sklearn.LibSVMWorkflow,41168,19,10,64
lcdb.workflow.sklearn.LibSVMWorkflow,41169,15,12,64
lcdb.workflow.sklearn.LibSVMWorkflow,42732,9,21,64
lcdb.workflow.sklearn.LibSVMWorkflow,42733,10,19,64
lcdb.workflow.sklearn.LibSVMWorkflow,42734,14,13,64
lcdb.workflow.sklearn.LibSVMWorkflow,42742,38,5,64
lcdb.workflow.sklearn.LibSVMWorkflow,42746,10,19,64
lcdb.workflow.sklearn.LibSVMWorkflow,42769,13,14,64
lcdb.workflow.sklearn.LibSVMWorkflow,43072,5,38,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,3,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,12,147,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,23,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,31,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,54,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,181,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,188,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1049,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1067,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1111,9,21,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1169,15,12,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1457,10,19,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1461,25,7,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1464,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1468,21,9,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1475,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1486,33,5,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1487,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1489,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1494,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1515,14,13,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1590,29,6,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,1596,13,14,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,4134,9,21,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,4135,15,12,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,4534,153,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,4538,173,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,4541,13,14,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,23517,17,11,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40498,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40668,23,8,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40670,166,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40685,15,12,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40701,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40900,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40975,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40978,10,19,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40981,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40982,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40983,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40984,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,40996,7,27,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41027,27,7,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41138,21,9,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41142,9,21,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41143,180,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41144,104,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41145,50,3,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41146,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41147,7,27,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41150,17,11,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41156,192,1,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41157,8,24,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41158,11,17,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41159,13,14,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41161,13,14,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41162,13,14,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41163,8,24,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41164,11,17,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41165,13,14,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41166,22,8,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41167,46,4,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41168,19,10,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,41169,15,12,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42732,9,21,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42733,10,19,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42734,14,13,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42742,38,5,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42746,10,19,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,42769,13,14,64
lcdb.workflow.sklearn.TreesEnsembleWorkflow,43072,5,38,64
lcdb.workflow.xgboost.XGBoostWorkflow,3,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,12,147,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,23,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,31,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,54,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,181,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,188,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,1049,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,1067,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,1111,9,21,64
lcdb.workflow.xgboost.XGBoostWorkflow,1169,15,12,64
lcdb.workflow.xgboost.XGBoostWorkflow,1457,10,19,64
lcdb.workflow.xgboost.XGBoostWorkflow,1461,25,7,64
lcdb.workflow.xgboost.XGBoostWorkflow,1464,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,1468,21,9,64
lcdb.workflow.xgboost.XGBoostWorkflow,1475,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,1486,33,5,64
lcdb.workflow.xgboost.XGBoostWorkflow,1487,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,1489,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,1494,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,1515,14,13,64
lcdb.workflow.xgboost.XGBoostWorkflow,1590,29,6,64
lcdb.workflow.xgboost.XGBoostWorkflow,1596,13,14,64
lcdb.workflow.xgboost.XGBoostWorkflow,4134,9,21,64
lcdb.workflow.xgboost.XGBoostWorkflow,4135,15,12,64
lcdb.workflow.xgboost.XGBoostWorkflow,4534,153,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,4538,173,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,4541,13,14,64
lcdb.workflow.xgboost.XGBoostWorkflow,23517,17,11,64
lcdb.workflow.xgboost.XGBoostWorkflow,40498,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,40668,23,8,64
lcdb.workflow.xgboost.XGBoostWorkflow,40670,166,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,40685,15,12,64
lcdb.workflow.xgboost.XGBoostWorkflow,40701,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,40900,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,40975,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,40978,10,19,64
lcdb.workflow.xgboost.XGBoostWorkflow,40981,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,40982,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,40983,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,40984,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,40996,7,27,64
lcdb.workflow.xgboost.XGBoostWorkflow,41027,27,7,64
lcdb.workflow.xgboost.XGBoostWorkflow,41138,21,9,64
lcdb.workflow.xgboost.XGBoostWorkflow,41142,9,21,64
lcdb.workflow.xgboost.XGBoostWorkflow,41143,180,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,41144,104,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,41145,50,3,64
lcdb.workflow.xgboost.XGBoostWorkflow,41146,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,41147,7,27,64
lcdb.workflow.xgboost.XGBoostWorkflow,41150,17,11,64
lcdb.workflow.xgboost.XGBoostWorkflow,41156,192,1,64
lcdb.workflow.xgboost.XGBoostWorkflow,41157,8,24,64
lcdb.workflow.xgboost.XGBoostWorkflow,41158,11,17,64
lcdb.workflow.xgboost.XGBoostWorkflow,41159,13,14,64
lcdb.workflow.xgboost.XGBoostWorkflow,41161,13,14,64
lcdb.workflow.xgboost.XGBoostWorkflow,41162,13,14,64
lcdb.workflow.xgboost.XGBoostWorkflow,41163,8,24,64
lcdb.workflow.xgboost.XGBoostWorkflow,41164,11,17,64
lcdb.workflow.xgboost.XGBoostWorkflow,41165,13,14,64
lcdb.workflow.xgboost.XGBoostWorkflow,41166,22,8,64
lcdb.workflow.xgboost.XGBoostWorkflow,41167,46,4,64
lcdb.workflow.xgboost.XGBoostWorkflow,41168,19,10,64
lcdb.workflow.xgboost.XGBoostWorkflow,41169,15,12,64
lcdb.workflow.xgboost.XGBoostWorkflow,42732,9,21,64
lcdb.workflow.xgboost.XGBoostWorkflow,42733,10,19,64
lcdb.workflow.xgboost.XGBoostWorkflow,42734,14,13,64
lcdb.workflow.xgboost.XGBoostWorkflow,42742,38,5,64
lcdb.workflow.xgboost.XGBoostWorkflow,42746,10,19,64
lcdb.workflow.xgboost.XGBoostWorkflow,42769,13,14,64
lcdb.workflow.xgboost.XGBoostWorkflow,43072,5,38,64
