openmlid,Name,AutoCorrelation,ClassEntropy,Dimensionality,EquivalentNumberOfAtts,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,NumberOfFeaturesAfterBinarization
26,nursery,0.2393703217840883,1.7164959001837932,0.0006944444444444,10.630221276614536,4320.0,2.321928094887362,,,0.95877496046997,5.0,,,1.7077222622214985,,,0.1614732050742837,9.575886330093477,3.555555555555556,,,1.0,,,0.0043331270252,2.0,,,0.015432098765432,2.0,0.9815006876170532,0.0975308641975308,0.8555371372288022,1,5,9,12960,0,0,0,9,11.11111111111111,0.0,0.0,0.0,100.0,1.584962500721156,,,0.0071510516553575,,,1.584962500721156,,,0.020917320958445,,,2.0,,,0.1655706122418649,,,27
28,optdigits,0.0925431571453995,3.3218327248667654,0.0115658362989323,,572.0,,2807.4985758153466,11.989679715302495,,10.0,52.99527777138423,6.518238490323084,,168.55386930105925,4.911243327402135,,,10.0,5.451185659375441,3.686292464928632,,-1.646519852942154,0.0,,10.0,-1.3029924517157276,0.0,9.8576512455516,554.0,0.9840879237555248,0.0905693950177936,0.8993684540095387,0,10,65,5620,0,0,64,1,0.0,0.0,0.0,98.46153846153848,1.5384615384615383,,-1.3729913768757025,0.261032028469753,,-0.3299270059517505,0.9671170904003789,,0.0772164743277354,4.565569395017791,,0.5599451157139905,4.301746897924311,,20.296405116214235,9.04915480427047,,4.0666119739712565,5.86637152935096,64
30,page-blocks,0.8733552631578947,0.6354628258660037,0.0020098666179426,,4913.0,,4816.887814668214,1198.4056276265449,,5.0,67.42540616199001,4849.37695008372,,652.829669012381,253.3275863146391,,,5.0,14.71145196752045,840.2336192978349,,0.6919281142973475,0.3686424264571532,,5.0,-0.8347174977898819,0.1706612788075377,0.5116024118399416,28.0,0.9489303794571388,0.0866069797186186,0.5928120760587907,0,5,11,5473,0,0,10,1,0.0,0.0,0.0,90.9090909090909,9.090909090909092,,3.990658210679456,4.86072186186736,,1.985556904427686,14.264862124545102,,123.9882339430498,51.661110542664645,,8.931144052030959,91.9003890650624,,528.4812332352154,459.7251050612191,,19.73532770124508,1423.1258869272854,10
31,credit-g,0.5695695695695696,0.8812908992306927,0.021,43.59303601630504,700.0,2.666677759851852,4.292590308048501,3271.257999999999,0.09473884155264,10.0,1.9496276798326249,2822.73687596044,1.433893225502841,0.9242775257981102,476.58385714285697,0.0202163230590561,69.92749860170595,4.0,0.9203791257169068,407.0476188282117,0.2283640258405646,-1.3814485027493757,1.1549999999999998,0.00096366001491,2.0,-0.5313481143125632,0.3620857717531919,30.0,300.0,0.786047619047619,0.248,0.3724696356275304,3,2,21,1000,0,0,7,14,14.285714285714285,0.0,0.0,33.33333333333333,66.66666666666666,0.9089779148834296,-1.2104731179379755,1.407,0.005310005973835,-0.2725698140337198,0.5776544682460991,1.5321036281187237,0.9197813600546328,2.9730000000000003,0.01275318647802,1.09418417155554,1.1187146743126737,1.8749120301493505,1.6492736936699308,35.54600000000001,0.02650410754481,1.909444721297511,12.058814452756392,63
32,pendigits,0.1029023746701846,3.320771738890595,0.0015465793304221,,1144.0,,3.0507472845475934,85.12026928675397,,10.0,0.948264683112214,41.76039983312042,,-0.501042935533417,50.711045533115005,,,10.0,-0.0391960821203084,29.77423823733485,,-1.6857931744696484,28.845342066957787,,10.0,-1.4911828752029317,16.21857067549395,9.597889374090247,1055.0,0.979688395024371,0.1425582241630276,0.841573443111714,0,10,17,10992,0,0,16,1,0.0,0.0,0.0,94.11764705882352,5.88235294117647,,-1.1972600845920125,35.90636371906841,,-0.4250896848780795,26.506410017106628,,-0.7839021550500958,48.52893013100446,,0.0864594716269714,30.2414923899796,,-0.260617128652207,59.604416848617134,,0.4473572947790722,34.227219367990614,16
36,segment,0.148116067561715,2.8073549220576046,0.0086580086580086,,330.0,,339.2210942729759,124.9138528138528,,7.0,16.900935254869903,72.95653249057915,,38.51719076973927,24.633144132657648,,,7.0,3.3209588546592426,25.314714480981483,,-1.215870969891144,-12.69086035930736,,7.0,-0.8853608418421668,0.0,14.285714285714285,330.0,0.970754733482006,0.1974025974025974,0.7696969696969697,0,7,20,2310,0,0,19,1,0.0,0.0,0.0,95.0,5.0,,0.0949715224167261,0.0143338,,0.6910972018286047,1.545335547237212,,0.6887408923151641,8.24369225068576,,1.3027814412574137,19.571818883228,,34.34011897757074,37.05159498454545,,5.366954506409352,43.527458022681365,19
38,sick,0.8865022540440202,0.3323505555321104,0.0079533404029692,64.92919423455584,3541.0,1.520689912507409,238.1814623780636,110.46964865662824,0.06006915971583,5.0,13.882652755041702,35.604247607641,0.337555304711285,51.41313506551009,46.43668969641138,0.0051186613271604,64.94601266549154,2.0869565217391304,3.5691918824691085,19.05387758896556,-0.0,4.073471498748956,0.9949997045790252,0.0,1.0,1.232674238507278,0.1954572751132881,6.1240721102863205,231.0,0.921866947220681,0.0742311770943796,0.5196307538926299,21,2,30,3772,3772,6064,7,23,70.0,100.0,5.358784022622834,23.33333333333333,76.66666666666667,0.0987401719719687,5.982197043232063,1.7588748012696314,0.0005017739084375,1.2589465934783108,0.669439962143292,0.2593748523170293,8.87130380657577,28.41132258295655,0.00129044182719,1.5381528946217138,22.3032143933016,0.4759318019149815,90.94248810329344,108.85692077754308,0.0033491752406775,4.937524038925616,33.71833515687218,52
44,spambase,0.9997826086956522,0.9673602371807668,0.0126059552271245,,2788.0,,1480.642050286291,283.2892849380572,,2.0,31.062064279039635,606.3478507248471,,241.1700186517731,6.150770191072139,,,2.0,11.186639096029252,15.193997694546749,,5.257394367988116,0.0054444685937839,,2.0,1.5916742687064245,0.076274270637249,39.404477287546186,1813.0,0.93523126498161,0.2023473158009128,0.605321391923295,1,2,58,4601,0,0,57,1,1.7241379310344829,0.0,0.0,98.27586206896552,1.7241379310344829,,50.655931063003,0.0647935231471412,,5.850723015066143,0.3169582218566895,,127.37652934849572,0.1028515540099991,,9.724847529978312,0.4440553289821315,,299.0723734257733,0.244130623777439,,13.646188094980593,0.8437450862048406,57
46,splice,0.9993728441517716,1.4801700696136335,0.0191222570532915,26.31321143770441,1655.0,2.008563280196724,,,0.38964063813375,6.0,,,1.9780144516767608,,,0.0562519733905488,34.16346774083301,4.754098360655737,,,1.667986901904802,,,0.00239174071595,3.0,,,24.043887147335425,767.0,0.9928619979725506,0.0470219435736677,0.9235168869438932,0,3,61,3190,0,0,0,61,0.0,0.0,0.0,0.0,100.0,1.986921112054029,,,0.008114095339065,,,1.9958149659372768,,,0.012445557396825,,,1.998574767602853,,,0.06388006173431,,,287
54,vehicle,0.2579881656804734,1.999066765534364,0.0224586288416075,,218.0,,58.37545547363169,439.9113475177304,,4.0,6.778393619108969,176.69261361302284,,5.153140516514768,117.6349487785658,,,4.0,1.0415777283622756,22.770839172096306,,-0.9784712963069796,6.377068557919621,,4.0,-0.226341280329825,2.5921383276847254,23.52245862884161,199.0,0.7665561841837499,0.5449172576832151,0.2786963469306227,0,4,19,846,0,0,18,1,0.0,0.0,0.0,94.73684210526316,5.263157894736842,,-0.7809324382806175,35.846040189125304,,0.2544045720298823,6.168386543971383,,-0.4416545158050928,87.88356973995272,,0.4982427339460336,8.06136271270135,,0.1641613631458576,178.1838061465721,,0.789303136311914,31.68274986931649,18
57,hypothyroid,0.8562715460090162,0.4666175969866337,0.0079533404029692,202.5849704152198,3481.0,1.520689912507409,238.1814623780636,110.46964865662824,0.01195055117111,5.0,13.882652755041702,35.604247607641,0.337555304711285,51.41313506551009,46.43668969641138,0.0023033179412581,145.55176285688822,2.1739130434782608,3.5691918824691085,19.05387758896556,-0.0,4.073471498748956,0.9949997045790252,0.0,1.0,1.232674238507278,0.1954572751132881,0.0530222693531283,2.0,0.9342238722214744,0.0466595970307529,0.6098333890681739,20,4,30,3772,3772,6064,7,23,66.66666666666666,100.0,5.358784022622834,23.33333333333333,76.66666666666667,0.0987401719719687,5.982197043232063,1.7588748012696314,0.0003639469204674,1.2589465934783108,0.669439962143292,0.2593748523170293,8.87130380657577,28.41132258295655,0.001091317700015,1.5381528946217138,22.3032143933016,0.4759318019149815,90.94248810329344,108.85692077754308,0.002305393613935,4.937524038925616,33.71833515687218,52
60,waveform-5000,0.3320664132826565,1.5848792049207137,0.0082,,1692.0,,0.1506082599750215,3.322468,,3.0,0.2720371073231119,2.0326737966079764,,-0.1964174932196991,0.8994882,,,3.0,0.0354682736242671,1.27111559694555,,-0.679051825631459,-0.0255519999999999,,3.0,-0.2720307815724997,0.9764529543579722,33.06,1653.0,0.9551583436003328,0.1994,0.7014157624685423,0,3,41,5000,0,0,40,1,0.0,0.0,0.0,97.5609756097561,2.4390243902439024,,-0.4849521099111871,-0.0009889999999999,,-0.024259506396659,0.999686771782126,,-0.0512271061651161,0.0318109999999999,,0.0164153587842052,1.0138703067658228,,0.0193522778021509,2.00251,,0.0845932520133816,1.6570866923837764,40
179,adult,0.634425994553756,0.7938438393644257,0.0003071127308464,11.813422825673618,37155.0,3.44192266924963,6.05784821246452,189664.13459727284,0.16542318099233,41.0,1.438891878521826,105604.02542315744,1.6017062538629998,3.341796742625668,94837.1063429016,0.0671984615364141,22.83546017634721,9.307692307692308,0.5611835109304475,52803.29819795652,0.3606792438308567,0.6257452727868169,10.078088530363212,0.00818704228545,2.0,-0.3165248566609311,2.570972755591832,23.928176569346054,11687.0,0.9016854965859896,0.1755661111338602,0.5596958713808287,2,2,15,48842,3620,6465,2,13,13.333333333333334,7.411653904426519,0.8824372466319971,13.333333333333334,86.66666666666667,0.7981454034288663,0.6257452727868169,10.078088530363212,0.0162856216080949,-0.3165248566609311,2.570972755591832,1.564179646410626,3.3417967426256685,94837.1063429016,0.06527298792667,0.5611835109304475,52803.29819795652,2.2474183457443537,6.05784821246452,189664.13459727284,0.09106812244262,1.438891878521826,105604.02542315744,121
180,covertype,0.3853993042974128,1.8696597146338128,0.000498219995833,148.96587060305657,51682.0,0.7200653824788794,14.48352026700354,2957.980940820522,0.08022647567489,7.0,4.059957865315825,1558.3862091357198,0.1378643181570883,2.352719417474516,596.2954806917106,0.0125509266455792,9.984393587038262,2.1219512195121952,0.771316448179793,259.78493480439795,0.0001648200309343,-1.9545060108644945,0.0514706548422457,4.346203607e-05,2.0,-1.1967256628480187,0.2209567124742562,1.2129392262190537,1339.0,0.800065573639321,0.3753951790421494,0.4300631252128883,40,7,55,110393,0,0,14,41,72.72727272727273,0.0,0.0,25.454545454545453,74.54545454545455,0.0214183116237442,-0.5891031349196856,0.444448470464613,0.0013835637235175,-0.4063235677214259,0.4968874292832604,0.0619580085375166,1.0270869007711485,148.9504316396874,0.006191547996765,0.5626301266954175,32.55846245072159,0.2168911856530836,2.7075826488969112,697.1425022419901,0.0231202393571875,1.3979769744016588,229.23667095440047,94
181,yeast,0.5165205664194201,2.490417636232728,0.0060646900269541,,463.0,,105.7387123679822,0.5047169811320755,,10.0,10.276883707764208,0.1372993003895818,,28.66087842590624,0.3811969339622642,,,10.0,2.91282730365782,0.0966640343472127,,0.4590599900673195,0.0075,,10.0,-1.791640649635345,0.0483509669267129,0.3369272237196766,5.0,0.8099003088277378,0.431266846361186,0.4440138528219622,0,10,9,1484,0,0,8,1,0.0,0.0,0.0,88.88888888888889,11.11111111111111,,0.8194131151895314,0.2649393530997304,,-0.0615866976309009,0.0622681060932114,,5.033866039807229,0.4999090296495957,,1.0245336632828947,0.0965803879843635,,78.39139005677906,0.5000993935309973,,8.22298241508482,0.1338043104216959,8
182,satimage,0.187431948981179,2.4833618760456604,0.0057542768273716,,1531.0,,1.277985361665814,-0.0001263297045101,,6.0,0.91949549901627,1.0002882819750798,,-0.15411688047872,-0.0005560885260065,,,6.0,0.0404602338510025,1.0000219953862926,,-0.919828238780768,-0.0008629685847589,,6.0,-0.6740118722728707,0.99963874376075,9.720062208398131,625.0,0.9605992160078024,0.2032659409020217,0.7513714566665727,0,6,37,6430,0,0,36,1,0.0,0.0,0.0,97.2972972972973,2.702702702702702,,-0.8393811657498382,-0.0007437709953344,,-0.5170961259457099,0.9999476046671038,,-0.4798469406404684,-0.0005980934681181,,-0.0399749828019159,1.0000052923046026,,0.8509747335126359,-0.0003569454121306,,0.6744458273485395,1.0001949690399905,36
183,abalone,0.2064176245210728,3.602007147622906,0.002154656451999,15.394222181644452,689.0,1.5815100477524742,76.0255092291977,0.8287421594445774,0.23398435498208,28.0,3.1288173790658327,0.4903890182309973,1.5815100477524742,11.033153238707635,0.3827034098293375,0.23398435498208,5.759041850783555,15.5,0.6203687756176066,0.1746183889074291,1.5815100477524742,-0.0454755814429668,0.1395163993296624,0.23398435498208,3.0,-0.6398732689817931,0.0418270566072574,0.0239406272444338,1.0,0.7092786999199927,0.7699305721809911,0.1359288511159016,0,28,9,4177,0,0,7,2,0.0,0.0,0.0,77.77777777777779,22.22222222222222,1.5815100477524742,-0.0236435042699785,0.1805936078525257,0.23398435498208,-0.6091981423290972,0.0992398661336593,1.5815100477524742,0.0840117490022143,0.3593674886282021,0.23398435498208,0.5918521514155093,0.1200929125647998,1.5815100477524742,0.5951236783694149,0.5239920995930093,0.23398435498208,0.7190979217612721,0.2219629490332201,10
184,kropt,0.9993940474068792,3.50415902053474,0.0002495009980039,19.99718807811515,4553.0,2.999924011045761,,,0.31446969290545,18.0,,,2.5745635363009547,,,0.1752325880442,13.69226452132041,8.285714285714286,,,1.7354537613421863,,,0.04616276770208,4.0,,,0.0962360992301112,27.0,0.8094115786737722,0.6425007128599943,0.2715791768301776,0,18,7,28056,0,0,0,7,0.0,0.0,0.0,0.0,100.0,1.7560194071858366,,,0.04909580578205,,,2.9748065710007303,,,0.17521642560582,,,2.9996177634733905,,,0.296309971704355,,,48
185,baseball,0.830470500373413,0.5400978590902226,0.0126865671641791,49.97816806853682,1215.0,2.425668852801949,8.03249062149215,4534.612686567164,0.01080667579391,7.0,2.4656389038958446,2094.191123804227,2.425668852801949,2.1412222749209304,637.4240550806572,0.01080667579391,223.46022246442445,5.0,0.8335889988230164,324.92966790949765,2.425668852801949,0.2523895391254345,0.2687738805970149,0.01080667579391,3.0,-1.8663891071518195,0.0251928840844299,4.253731343283582,57.0,0.9505150531149896,0.1597014925373134,0.4238689741910336,0,3,17,1340,20,20,15,2,0.0,1.4925373134328357,0.0877963125548726,88.23529411764706,11.76470588235294,2.425668852801949,0.6304206769153993,0.9663701492537312,0.01080667579391,0.4861180401193656,0.0605647488861479,2.425668852801949,1.0929791300745273,203.22537313432835,0.01080667579391,0.9564090413257388,116.57605266414018,2.425668852801949,3.550029422261427,635.3134328358208,0.01080667579391,1.517274889777313,376.400804482129,22
188,eucalyptus,0.3931972789115646,2.262083620428274,0.0271739130434782,5.9334684401020565,214.0,4.23736375576356,734.9416211795777,2054.7393689986247,0.42753276429854,27.0,27.109270846229688,1551.7798185802085,3.462636306052905,62.86596625813314,390.0868288072735,0.381241367214446,8.082530396301912,13.666666666666666,2.551453016115177,172.61081562461396,2.5810641739409617,-1.887802596870339,-2.584239130434784,0.24650313929826,5.0,-0.6970908724266737,0.4931878447628521,14.266304347826086,105.0,0.8520788174118736,0.4510869565217391,0.4274118336262448,0,5,20,736,95,448,14,6,0.0,12.907608695652172,3.0434782608695654,70.0,30.0,2.908861461974274,-0.4961422376730956,2.882908545727137,0.323312362530555,-0.3960800165047112,0.778502789181291,3.475982113765597,0.4289115082721384,6.249602617058818,0.40765214345173,0.1111947892313087,1.3465996573398586,4.009738246275191,1.3641239688052669,403.0027173913041,0.425964983779695,0.9548948008878528,80.61760056258042,91
273,IMDB.drama,0.5854049851965795,0.9443735622051304,0.0082865389227499,,77140.0,,216.4769066989521,0.1983724642115815,,2.0,14.780843215812764,0.398775807650461,,71.54374162265154,0.0193631160642134,,,2.0,8.256563818612891,0.1284318575880213,,0.2885459095940521,0.0045154194129953,,2.0,1.5127924964453914,0.0670452651178759,36.20522829332032,43779.0,0.5592518933173928,0.4170725857805638,0.0766058419936434,1,2,1002,120919,0,0,1001,1,0.0998003992015967,0.0,0.0,99.9001996007984,0.0998003992015967,,44.067197586827206,0.0098040837254688,,6.787226416629241,0.0985293864307793,,71.49886009324825,0.0130748683002811,,8.573078647723513,0.1135958750815996,,97.01243843588333,0.0203896823493417,,9.95041666469502,0.1413297488233941,1001
293,covertype,0.96600752825678,0.999556241348861,9.466241661101664e-05,,297711.0,,193667.3333161356,11.296583346615902,,2.0,440.0780233744365,1.000001102710213,,4013.3398609189735,0.8121452147721001,,,2.0,20.55133533069043,0.3004371098679037,,-1.957727848407018,5.163404542446465e-06,,2.0,-1.1811467396995312,0.0022723086869183,48.75992234239568,283301.0,0.7596945559494108,0.2990970926590156,0.4026139767843956,1,2,55,581012,0,0,54,1,1.818181818181818,0.0,0.0,98.1818181818182,1.818181818181818,,5.230444242515247,0.00313418655725,,2.4559487337466823,0.0558635819709877,,39.47446864168822,0.0225606355807074,,6.437434921043668,0.1484429790403473,,315.6075154423525,0.1241381417246774,,17.810161851584287,0.3240883568141914,54
300,isolet,0.3000256541816316,4.700438279876528,0.0792612543285879,,300.0,,136.53558205054384,0.8118613569321528,,26.0,10.771901703245778,0.9401132093590072,,3.605662565275764,0.0647960369580703,,,26.0,0.4420674525513637,0.4140807323633421,,-1.4737498885033402,-0.9855127356675644,,26.0,-2.367036228796073,0.0549258527034047,3.821982813902783,298.0,0.9808943771196216,0.169167628575093,0.824065372368799,0,26,618,7797,0,0,617,1,0.0,0.0,0.0,99.83818770226536,0.1618122977346278,,-0.7373204127841801,-0.1437013851481339,,-0.5845181836345901,0.3400152292895469,,-0.3301678593674459,0.2022689495959984,,-0.0867434338315473,0.4059640538802008,,0.3687956928645197,0.4174467615749647,,0.505854095594404,0.4943557912221344,617
